inst#,actual,predicted,error,probability, distribution
2130,1:00,1:00,,*1,0
2131,1:00,1:00,,*1,0
2132,1:00,2:01,+,0,*1
2133,1:00,1:00,,*1,0
2134,1:00,2:01,+,0,*1
2135,1:00,2:01,+,0.003,*0.997
2136,1:00,1:00,,*1,0
2137,1:00,1:00,,*0.983,0.017
2138,1:00,1:00,,*1,0
2139,1:00,1:00,,*1,0
2140,1:00,1:00,,*1,0
2141,1:00,1:00,,*1,0
2142,1:00,1:00,,*1,0
2143,1:00,1:00,,*1,0
2144,1:00,1:00,,*1,0
2145,1:00,1:00,,*1,0
2146,1:00,2:01,+,0,*1
2147,1:00,1:00,,*1,0
2148,1:00,1:00,,*1,0
2149,1:00,1:00,,*1,0
2150,1:00,1:00,,*1,0
2151,1:00,1:00,,*1,0
2152,1:00,1:00,,*1,0
2153,1:00,1:00,,*1,0
2154,1:00,1:00,,*1,0
2155,1:00,2:01,+,0.068,*0.932
2156,1:00,1:00,,*0.986,0.014
2157,1:00,2:01,+,0,*1
2158,1:00,1:00,,*1,0
2159,1:00,1:00,,*1,0
2160,1:00,1:00,,*1,0
2161,1:00,1:00,,*1,0
2162,1:00,1:00,,*1,0
2163,1:00,1:00,,*1,0
2164,1:00,1:00,,*1,0
2165,1:00,1:00,,*0.998,0.002
2166,1:00,1:00,,*1,0
2167,1:00,1:00,,*1,0
2168,1:00,1:00,,*1,0
2169,1:00,1:00,,*0.997,0.003
2170,1:00,1:00,,*1,0
2171,1:00,1:00,,*1,0
2172,1:00,1:00,,*1,0
2173,1:00,1:00,,*1,0
2174,1:00,1:00,,*1,0
2175,1:00,1:00,,*0.956,0.044
2176,1:00,1:00,,*1,0
2177,1:00,1:00,,*0.857,0.143
2178,1:00,1:00,,*1,0
2179,1:00,1:00,,*1,0
2180,1:00,1:00,,*0.932,0.068
2181,1:00,1:00,,*1,0
2182,1:00,1:00,,*1,0
2183,1:00,1:00,,*1,0
2184,1:00,1:00,,*1,0
2185,1:00,1:00,,*1,0
2186,1:00,1:00,,*1,0
2187,1:00,1:00,,*1,0
2188,1:00,1:00,,*1,0
2189,1:00,1:00,,*0.999,0.001
2190,1:00,1:00,,*1,0
2191,1:00,1:00,,*1,0
2192,1:00,2:01,+,0.092,*0.908
2193,1:00,1:00,,*0.989,0.011
2194,1:00,1:00,,*0.999,0.001
2195,1:00,1:00,,*1,0
2196,1:00,1:00,,*1,0
2197,1:00,2:01,+,0.441,*0.559
2198,1:00,1:00,,*0.991,0.009
2199,1:00,1:00,,*1,0
2200,1:00,1:00,,*1,0
2201,1:00,1:00,,*1,0
2202,1:00,1:00,,*1,0
2203,1:00,1:00,,*1,0
2204,1:00,1:00,,*1,0
2205,1:00,2:01,+,0.235,*0.765
2206,1:00,1:00,,*1,0
2207,1:00,1:00,,*1,0
2208,1:00,1:00,,*1,0
2209,1:00,1:00,,*1,0
2210,1:00,1:00,,*1,0
2211,1:00,1:00,,*0.977,0.023
2212,1:00,1:00,,*1,0
2213,1:00,1:00,,*1,0
2214,1:00,1:00,,*0.996,0.004
2215,1:00,2:01,+,0.003,*0.997
2216,1:00,1:00,,*1,0
2217,1:00,1:00,,*1,0
2218,1:00,1:00,,*0.502,0.498
2219,1:00,1:00,,*1,0
2220,1:00,1:00,,*1,0
2221,1:00,1:00,,*1,0
2222,1:00,1:00,,*1,0
2223,1:00,1:00,,*0.999,0.001
2224,1:00,1:00,,*1,0
2225,1:00,1:00,,*1,0
2226,1:00,2:01,+,0.008,*0.992
2227,1:00,1:00,,*1,0
2228,1:00,1:00,,*1,0
2229,1:00,1:00,,*1,0
2230,1:00,1:00,,*1,0
2231,1:00,1:00,,*1,0
2232,1:00,1:00,,*1,0
2233,1:00,1:00,,*1,0
2234,1:00,1:00,,*1,0
2235,1:00,1:00,,*1,0
2236,1:00,1:00,,*1,0
2237,1:00,1:00,,*1,0
2238,1:00,1:00,,*1,0
2239,1:00,1:00,,*1,0
2240,1:00,1:00,,*0.999,0.001
2241,1:00,1:00,,*1,0
2242,1:00,2:01,+,0,*1
2243,1:00,1:00,,*0.996,0.004
2244,1:00,1:00,,*1,0
2245,1:00,1:00,,*1,0
2246,1:00,1:00,,*0.997,0.003
2247,1:00,2:01,+,0.295,*0.705
2248,1:00,2:01,+,0,*1
2249,1:00,1:00,,*1,0
2250,1:00,1:00,,*1,0
2251,1:00,2:01,+,0,*1
2252,1:00,1:00,,*1,0
2253,1:00,1:00,,*1,0
2254,1:00,1:00,,*1,0
2255,1:00,2:01,+,0.476,*0.524
2256,1:00,1:00,,*1,0
2257,1:00,1:00,,*1,0
2258,1:00,1:00,,*1,0
2259,2:01,1:00,+,*1,0
2260,1:00,1:00,,*1,0
2261,1:00,1:00,,*1,0
2262,1:00,1:00,,*1,0
2263,1:00,1:00,,*0.784,0.216
2264,1:00,1:00,,*1,0
2265,1:00,1:00,,*1,0
2266,1:00,1:00,,*1,0
2267,1:00,1:00,,*1,0
2268,1:00,1:00,,*0.997,0.003
2269,1:00,1:00,,*1,0
2270,1:00,1:00,,*1,0
2271,1:00,2:01,+,0,*1
2272,1:00,1:00,,*1,0
2273,1:00,2:01,+,0,*1
2274,1:00,1:00,,*1,0
2275,1:00,1:00,,*0.966,0.034
2276,1:00,1:00,,*1,0
2277,1:00,1:00,,*1,0
2278,1:00,1:00,,*1,0
2279,1:00,2:01,+,0,*1
2280,1:00,1:00,,*1,0
2281,1:00,2:01,+,0,*1
2282,1:00,1:00,,*1,0
2283,1:00,1:00,,*1,0
2284,1:00,1:00,,*1,0
2285,1:00,2:01,+,0.001,*0.999
2286,1:00,1:00,,*1,0
2287,1:00,1:00,,*1,0
2288,1:00,1:00,,*1,0
2289,1:00,2:01,+,0.002,*0.998
2290,1:00,1:00,,*1,0
2291,1:00,1:00,,*1,0
2292,1:00,1:00,,*0.913,0.087
2293,1:00,2:01,+,0,*1
2294,1:00,1:00,,*1,0
2295,1:00,1:00,,*1,0
2296,1:00,1:00,,*1,0
2297,1:00,2:01,+,0.004,*0.996
2298,1:00,1:00,,*1,0
2299,1:00,1:00,,*1,0
2300,1:00,1:00,,*1,0
2301,2:01,1:00,+,*1,0
2302,1:00,1:00,,*1,0
2303,1:00,2:01,+,0,*1
2304,1:00,1:00,,*1,0
2305,1:00,1:00,,*0.856,0.144
2306,1:00,1:00,,*1,0
2307,1:00,1:00,,*0.999,0.001
2308,1:00,2:01,+,0,*1
2309,1:00,1:00,,*1,0
2310,1:00,1:00,,*1,0
2311,1:00,1:00,,*0.996,0.004
2312,1:00,1:00,,*1,0
2313,1:00,1:00,,*1,0
2314,1:00,1:00,,*1,0
2315,1:00,1:00,,*1,0
2316,1:00,1:00,,*1,0
2317,1:00,1:00,,*1,0
2318,1:00,1:00,,*1,0
2319,1:00,1:00,,*1,0
2320,1:00,1:00,,*1,0
2321,1:00,1:00,,*1,0
2322,1:00,1:00,,*1,0
2323,1:00,1:00,,*1,0
2324,1:00,1:00,,*0.999,0.001
2325,1:00,1:00,,*0.924,0.076
2326,1:00,1:00,,*0.96,0.04
2327,1:00,1:00,,*1,0
2328,1:00,1:00,,*1,0
2329,1:00,1:00,,*1,0
2330,1:00,1:00,,*1,0
2331,1:00,1:00,,*0.999,0.001
2332,1:00,1:00,,*1,0
2333,1:00,2:01,+,0,*1
2334,1:00,1:00,,*1,0
2335,1:00,1:00,,*1,0
2336,1:00,1:00,,*1,0
2337,1:00,1:00,,*1,0
2338,1:00,1:00,,*1,0
2339,1:00,1:00,,*1,0
2340,1:00,2:01,+,0.005,*0.995
2341,1:00,2:01,+,0.434,*0.566
2342,1:00,1:00,,*0.991,0.009
2343,1:00,1:00,,*1,0
2344,1:00,2:01,+,0.13,*0.87
2345,1:00,1:00,,*1,0
2346,1:00,1:00,,*1,0
2347,1:00,1:00,,*1,0
2348,1:00,1:00,,*0.997,0.003
2349,1:00,1:00,,*1,0
2350,1:00,1:00,,*1,0
2351,1:00,1:00,,*0.971,0.029
2352,1:00,1:00,,*1,0
2353,1:00,1:00,,*1,0
2354,1:00,1:00,,*0.79,0.21
2355,1:00,1:00,,*1,0
2356,1:00,1:00,,*1,0
2357,1:00,1:00,,*1,0
2358,1:00,1:00,,*1,0
2359,1:00,1:00,,*1,0
2360,1:00,1:00,,*1,0
2361,1:00,1:00,,*1,0
2362,1:00,1:00,,*1,0
2363,1:00,1:00,,*0.976,0.024
2364,1:00,1:00,,*1,0
2365,1:00,1:00,,*0.972,0.028
2366,1:00,1:00,,*1,0
2367,1:00,2:01,+,0,*1
2368,1:00,1:00,,*1,0
2369,1:00,1:00,,*1,0
2370,1:00,1:00,,*1,0
2371,1:00,1:00,,*1,0
2372,1:00,1:00,,*1,0
2373,1:00,1:00,,*1,0
2374,1:00,1:00,,*1,0
2375,1:00,1:00,,*1,0
2376,1:00,1:00,,*1,0
2377,1:00,2:01,+,0.159,*0.841
2378,1:00,1:00,,*1,0
2379,1:00,1:00,,*1,0
2380,1:00,1:00,,*1,0
2381,2:01,1:00,+,*1,0
2382,1:00,1:00,,*1,0
2383,1:00,1:00,,*1,0
2384,1:00,1:00,,*1,0
2385,1:00,1:00,,*1,0
2386,1:00,1:00,,*1,0
2387,1:00,1:00,,*1,0
2388,1:00,1:00,,*1,0
2389,1:00,1:00,,*1,0
2390,1:00,1:00,,*1,0
2391,1:00,1:00,,*1,0
2392,1:00,1:00,,*1,0
2393,1:00,1:00,,*1,0
2394,1:00,1:00,,*0.998,0.002
2395,1:00,1:00,,*1,0
2396,1:00,1:00,,*1,0
2397,1:00,1:00,,*1,0
2398,1:00,1:00,,*1,0
2399,1:00,1:00,,*1,0
2400,1:00,1:00,,*0.993,0.007
2401,1:00,1:00,,*1,0
2402,1:00,1:00,,*1,0
2403,1:00,1:00,,*1,0
2404,1:00,1:00,,*0.999,0.001
2405,1:00,1:00,,*1,0
2406,1:00,1:00,,*1,0
2407,1:00,1:00,,*1,0
2408,1:00,1:00,,*1,0
2409,1:00,1:00,,*1,0
2410,1:00,1:00,,*1,0
2411,1:00,1:00,,*0.972,0.028
2412,1:00,2:01,+,0.093,*0.907
2413,1:00,1:00,,*1,0
2414,1:00,1:00,,*1,0
2415,1:00,1:00,,*1,0
2416,1:00,1:00,,*1,0
2417,1:00,2:01,+,0.123,*0.877
2418,1:00,1:00,,*0.995,0.005
2419,1:00,1:00,,*1,0
2420,1:00,1:00,,*1,0
2421,1:00,1:00,,*1,0
2422,1:00,1:00,,*1,0
2423,1:00,1:00,,*1,0
2424,1:00,2:01,+,0,*1
2425,1:00,1:00,,*1,0
2426,1:00,1:00,,*0.998,0.002
2427,1:00,1:00,,*1,0
2428,1:00,1:00,,*1,0
2429,1:00,1:00,,*1,0
2430,1:00,2:01,+,0,*1
2431,1:00,1:00,,*1,0
2432,1:00,1:00,,*1,0
2433,1:00,1:00,,*1,0
2434,1:00,1:00,,*0.905,0.095
2435,1:00,1:00,,*1,0
2436,1:00,1:00,,*1,0
2437,1:00,1:00,,*1,0
2438,1:00,1:00,,*1,0
2439,1:00,1:00,,*1,0
2440,1:00,1:00,,*0.991,0.009
2441,1:00,2:01,+,0,*1
2442,1:00,1:00,,*1,0
2443,1:00,1:00,,*1,0
2444,1:00,1:00,,*1,0
2445,1:00,2:01,+,0,*1
2446,1:00,1:00,,*1,0
2447,1:00,1:00,,*1,0
2448,1:00,1:00,,*1,0
2449,1:00,1:00,,*1,0
2450,1:00,1:00,,*1,0
2451,1:00,1:00,,*0.991,0.009
2452,1:00,1:00,,*1,0
2453,1:00,1:00,,*1,0
2454,1:00,2:01,+,0.099,*0.901
2455,1:00,2:01,+,0.142,*0.858
2456,1:00,2:01,+,0,*1
2457,1:00,1:00,,*0.997,0.003
2458,1:00,1:00,,*1,0
2459,1:00,1:00,,*1,0
2460,1:00,1:00,,*0.992,0.008
2461,1:00,1:00,,*1,0
2462,1:00,1:00,,*0.917,0.083
2463,1:00,2:01,+,0.103,*0.897
2464,1:00,1:00,,*1,0
2465,1:00,1:00,,*1,0
2466,1:00,1:00,,*0.999,0.001
2467,1:00,1:00,,*1,0
2468,1:00,1:00,,*1,0
2469,1:00,1:00,,*1,0
2470,1:00,1:00,,*1,0
2471,1:00,1:00,,*1,0
2472,1:00,1:00,,*1,0
2473,1:00,1:00,,*1,0
2474,1:00,1:00,,*1,0
2475,1:00,1:00,,*1,0
2476,1:00,1:00,,*1,0
2477,1:00,1:00,,*1,0
2478,1:00,1:00,,*1,0
2479,1:00,2:01,+,0.031,*0.969
2480,1:00,1:00,,*1,0
2481,1:00,1:00,,*1,0
2482,1:00,1:00,,*0.99,0.01
2483,1:00,1:00,,*1,0
2484,1:00,1:00,,*1,0
2485,1:00,1:00,,*1,0
2486,1:00,1:00,,*1,0
2487,1:00,1:00,,*1,0
2488,1:00,1:00,,*1,0
2489,1:00,2:01,+,0,*1
2490,1:00,1:00,,*1,0
2491,1:00,1:00,,*1,0
2492,1:00,1:00,,*1,0
2493,1:00,1:00,,*1,0
2494,1:00,1:00,,*0.999,0.001
2495,1:00,1:00,,*1,0
2496,1:00,1:00,,*1,0
2497,1:00,2:01,+,0,*1
2498,1:00,1:00,,*1,0
2499,1:00,1:00,,*1,0
2500,1:00,2:01,+,0,*1
2501,1:00,1:00,,*1,0
2502,1:00,1:00,,*1,0
2503,1:00,2:01,+,0,*1
2504,1:00,1:00,,*1,0
2505,1:00,1:00,,*0.875,0.125
2506,1:00,1:00,,*1,0
2507,1:00,1:00,,*1,0
2508,1:00,1:00,,*1,0
2509,1:00,1:00,,*1,0
2510,1:00,2:01,+,0,*1
2511,1:00,1:00,,*1,0
2512,1:00,1:00,,*1,0
2513,1:00,1:00,,*1,0
2514,1:00,2:01,+,0,*1
2515,1:00,1:00,,*1,0
2516,1:00,1:00,,*1,0
2517,1:00,1:00,,*1,0
2518,1:00,1:00,,*1,0
2519,1:00,1:00,,*0.997,0.003
2520,1:00,1:00,,*1,0
2521,1:00,1:00,,*1,0
2522,1:00,1:00,,*1,0
2523,1:00,1:00,,*1,0
2524,1:00,1:00,,*1,0
2525,1:00,1:00,,*0.997,0.003
2526,1:00,1:00,,*1,0
2527,1:00,1:00,,*1,0
2528,1:00,1:00,,*1,0
2529,1:00,1:00,,*1,0
2530,1:00,1:00,,*0.998,0.002
2531,1:00,1:00,,*1,0
2532,1:00,1:00,,*1,0
2533,1:00,1:00,,*0.681,0.319
2534,1:00,1:00,,*1,0
2535,1:00,1:00,,*1,0
2536,1:00,1:00,,*0.762,0.238
2537,1:00,1:00,,*1,0
2538,1:00,1:00,,*1,0
2539,1:00,1:00,,*1,0
2540,1:00,2:01,+,0,*1
2541,1:00,2:01,+,0.39,*0.61
2542,1:00,1:00,,*1,0
2543,1:00,1:00,,*1,0
2544,1:00,1:00,,*1,0
2545,1:00,1:00,,*1,0
2546,1:00,1:00,,*1,0
2547,1:00,2:01,+,0,*1
2548,1:00,1:00,,*1,0
2549,1:00,1:00,,*1,0
2550,1:00,1:00,,*1,0
2551,1:00,1:00,,*0.995,0.005
2552,1:00,1:00,,*1,0
2553,1:00,1:00,,*1,0
2554,1:00,1:00,,*1,0
2555,1:00,1:00,,*0.999,0.001
2556,1:00,1:00,,*1,0
2557,1:00,1:00,,*0.999,0.001
2558,1:00,1:00,,*1,0
2559,1:00,1:00,,*0.878,0.122
2560,1:00,1:00,,*1,0
2561,1:00,1:00,,*1,0
2562,1:00,1:00,,*1,0
2563,1:00,1:00,,*1,0
2564,1:00,2:01,+,0.003,*0.997
2565,1:00,1:00,,*1,0
2566,1:00,1:00,,*1,0
2567,1:00,1:00,,*1,0
2568,1:00,1:00,,*1,0
2569,1:00,1:00,,*1,0
2570,1:00,1:00,,*0.991,0.009
2571,1:00,1:00,,*1,0
2572,1:00,1:00,,*1,0
2573,1:00,1:00,,*1,0
2574,1:00,1:00,,*1,0
2575,1:00,1:00,,*1,0
2576,1:00,1:00,,*1,0
2577,1:00,1:00,,*1,0
2578,1:00,1:00,,*0.971,0.029
2579,1:00,1:00,,*1,0
2580,1:00,1:00,,*1,0
2581,1:00,1:00,,*1,0
2582,1:00,1:00,,*0.708,0.292
2583,1:00,2:01,+,0.002,*0.998
2584,1:00,1:00,,*1,0
2585,1:00,1:00,,*0.999,0.001
2586,1:00,1:00,,*1,0
2587,1:00,1:00,,*1,0
2588,1:00,1:00,,*1,0
2589,1:00,2:01,+,0.291,*0.709
2590,1:00,1:00,,*1,0
2591,1:00,2:01,+,0.003,*0.997
2592,1:00,1:00,,*0.999,0.001
2593,1:00,1:00,,*1,0
2594,1:00,1:00,,*0.996,0.004
2595,1:00,1:00,,*1,0
2596,1:00,1:00,,*1,0
2597,1:00,1:00,,*1,0
2598,1:00,1:00,,*1,0
2599,1:00,1:00,,*1,0
2600,1:00,1:00,,*1,0
2601,1:00,1:00,,*1,0
2602,1:00,1:00,,*1,0
2603,1:00,2:01,+,0.075,*0.925
2604,1:00,1:00,,*0.994,0.006
2605,1:00,1:00,,*1,0
2606,1:00,1:00,,*1,0
2607,1:00,1:00,,*1,0
2608,1:00,1:00,,*1,0
2609,1:00,1:00,,*1,0
2610,1:00,1:00,,*1,0
2611,1:00,1:00,,*1,0
2612,1:00,1:00,,*0.994,0.006
2613,1:00,1:00,,*1,0
2614,1:00,1:00,,*1,0
2615,1:00,1:00,,*1,0
2616,1:00,1:00,,*1,0
2617,1:00,2:01,+,0.118,*0.882
2618,1:00,1:00,,*1,0
2619,1:00,1:00,,*1,0
2620,1:00,1:00,,*1,0
2621,1:00,2:01,+,0.101,*0.899
2622,1:00,1:00,,*1,0
2623,1:00,1:00,,*1,0
2624,1:00,1:00,,*1,0
2625,1:00,1:00,,*1,0
2626,1:00,1:00,,*1,0
2627,1:00,1:00,,*1,0
2628,1:00,1:00,,*1,0
2629,1:00,1:00,,*1,0
2630,1:00,1:00,,*1,0
2631,1:00,1:00,,*1,0
2632,1:00,1:00,,*1,0
2633,1:00,1:00,,*1,0
2634,1:00,1:00,,*1,0
2635,1:00,1:00,,*1,0
2636,1:00,2:01,+,0,*1
2637,1:00,1:00,,*1,0
2638,1:00,1:00,,*1,0
2639,1:00,1:00,,*1,0
2640,1:00,1:00,,*0.999,0.001
2641,1:00,1:00,,*1,0
2642,1:00,1:00,,*1,0
2643,1:00,1:00,,*1,0
2644,1:00,1:00,,*1,0
2645,1:00,1:00,,*1,0
2646,1:00,2:01,+,0,*1
2647,1:00,2:01,+,0.078,*0.922
2648,1:00,1:00,,*1,0
2649,1:00,1:00,,*1,0
2650,1:00,1:00,,*1,0
2651,1:00,1:00,,*1,0
2652,1:00,2:01,+,0.002,*0.998
2653,1:00,1:00,,*1,0
2654,1:00,1:00,,*1,0
2655,1:00,1:00,,*0.996,0.004
2656,1:00,1:00,,*1,0
2657,1:00,1:00,,*0.997,0.003
2658,1:00,1:00,,*1,0
2659,1:00,1:00,,*1,0
2660,1:00,1:00,,*0.996,0.004
2661,1:00,1:00,,*1,0
2662,1:00,1:00,,*0.997,0.003
2663,1:00,1:00,,*1,0
2664,1:00,1:00,,*1,0
2665,1:00,1:00,,*1,0
2666,1:00,1:00,,*1,0
2667,1:00,1:00,,*0.994,0.006
2668,1:00,2:01,+,0,*1
2669,1:00,1:00,,*1,0
2670,1:00,1:00,,*1,0
2671,1:00,1:00,,*1,0
2672,1:00,1:00,,*0.812,0.188
2673,1:00,1:00,,*0.999,0.001
2674,1:00,1:00,,*1,0
2675,1:00,1:00,,*1,0
2676,1:00,1:00,,*0.959,0.041
2677,1:00,2:01,+,0,*1
2678,1:00,1:00,,*1,0
2679,1:00,1:00,,*1,0
2680,1:00,2:01,+,0,*1
2681,1:00,1:00,,*1,0
2682,1:00,1:00,,*1,0
2683,1:00,1:00,,*0.999,0.001
2684,1:00,1:00,,*1,0
2685,1:00,1:00,,*1,0
2686,1:00,1:00,,*1,0
2687,1:00,1:00,,*1,0
2688,1:00,1:00,,*1,0
2689,1:00,1:00,,*0.82,0.18
2690,1:00,1:00,,*1,0
2691,1:00,1:00,,*1,0
2692,1:00,2:01,+,0.206,*0.794
2693,1:00,2:01,+,0.004,*0.996
2694,1:00,1:00,,*1,0
2695,1:00,1:00,,*1,0
2696,1:00,1:00,,*1,0
2697,2:01,2:01,,0,*1
2698,1:00,1:00,,*1,0
2699,1:00,2:01,+,0,*1
2700,1:00,1:00,,*1,0
2701,1:00,1:00,,*1,0
2702,1:00,1:00,,*1,0
2703,1:00,1:00,,*0.98,0.02
2704,1:00,1:00,,*0.892,0.108
2705,1:00,1:00,,*1,0
2706,1:00,1:00,,*0.905,0.095
2707,1:00,1:00,,*1,0
2708,1:00,1:00,,*1,0
2709,1:00,1:00,,*1,0
2710,1:00,1:00,,*1,0
2711,1:00,1:00,,*1,0
2712,1:00,1:00,,*0.998,0.002
2713,1:00,1:00,,*1,0
2714,1:00,1:00,,*0.998,0.002
2715,1:00,1:00,,*1,0
2716,1:00,2:01,+,0.3,*0.7
2717,1:00,1:00,,*1,0
2718,1:00,1:00,,*1,0
2719,1:00,1:00,,*1,0
2720,1:00,1:00,,*1,0
2721,1:00,1:00,,*1,0
2722,1:00,1:00,,*1,0
2723,1:00,1:00,,*1,0
2724,1:00,1:00,,*0.972,0.028
2725,1:00,1:00,,*1,0
2726,1:00,1:00,,*1,0
2727,1:00,1:00,,*1,0
2728,1:00,1:00,,*1,0
2729,1:00,1:00,,*1,0
2730,1:00,1:00,,*1,0
2731,1:00,1:00,,*1,0
2732,1:00,1:00,,*1,0
2733,2:01,2:01,,0,*1
2734,1:00,1:00,,*1,0
2735,1:00,1:00,,*1,0
2736,1:00,1:00,,*1,0
2737,1:00,1:00,,*1,0
2738,1:00,1:00,,*1,0
2739,1:00,1:00,,*0.987,0.013
2740,1:00,2:01,+,0,*1
2741,1:00,1:00,,*1,0
2742,1:00,1:00,,*1,0
2743,1:00,1:00,,*0.913,0.087
2744,2:01,1:00,+,*0.999,0.001
2745,1:00,1:00,,*1,0
2746,1:00,1:00,,*1,0
2747,1:00,1:00,,*1,0
2748,1:00,1:00,,*1,0
2749,1:00,1:00,,*1,0
2750,1:00,1:00,,*1,0
2751,1:00,1:00,,*1,0
2752,1:00,1:00,,*1,0
2753,1:00,1:00,,*1,0
2754,1:00,1:00,,*0.969,0.031
2755,1:00,1:00,,*0.986,0.014
2756,1:00,1:00,,*0.772,0.228
2757,1:00,1:00,,*1,0
2758,1:00,2:01,+,0,*1
2759,1:00,1:00,,*1,0
2760,1:00,1:00,,*1,0
2761,1:00,1:00,,*1,0
2762,1:00,1:00,,*0.823,0.177
2763,1:00,1:00,,*0.658,0.342
2764,1:00,2:01,+,0,*1
2765,1:00,1:00,,*0.692,0.308
2766,1:00,1:00,,*1,0
2767,1:00,1:00,,*1,0
2768,1:00,1:00,,*0.989,0.011
2769,1:00,1:00,,*1,0
2770,1:00,2:01,+,0.241,*0.759
2771,1:00,2:01,+,0.014,*0.986
2772,1:00,1:00,,*1,0
2773,1:00,1:00,,*1,0
2774,1:00,1:00,,*1,0
2775,1:00,1:00,,*0.999,0.001
2776,1:00,1:00,,*1,0
2777,1:00,2:01,+,0.458,*0.542
2778,1:00,1:00,,*1,0
2779,1:00,1:00,,*1,0
2780,1:00,1:00,,*1,0
2781,1:00,1:00,,*1,0
2782,1:00,1:00,,*1,0
2783,1:00,2:01,+,0,*1
2784,1:00,1:00,,*1,0
2785,1:00,1:00,,*1,0
2786,1:00,1:00,,*1,0
2787,1:00,1:00,,*1,0
2788,1:00,1:00,,*1,0
2789,1:00,1:00,,*1,0
2790,1:00,1:00,,*1,0
2791,1:00,2:01,+,0.478,*0.522
2792,1:00,1:00,,*1,0
2793,1:00,1:00,,*1,0
2794,1:00,1:00,,*1,0
2795,1:00,1:00,,*0.988,0.012
2796,1:00,1:00,,*1,0
2797,1:00,1:00,,*1,0
2798,1:00,1:00,,*1,0
2799,1:00,1:00,,*1,0
2800,1:00,1:00,,*1,0
2801,1:00,2:01,+,0.003,*0.997
2802,1:00,1:00,,*1,0
2803,1:00,1:00,,*1,0
2804,1:00,1:00,,*1,0
2805,1:00,1:00,,*1,0
2806,1:00,1:00,,*1,0
2807,1:00,2:01,+,0.005,*0.995
2808,1:00,1:00,,*1,0
2809,1:00,1:00,,*0.997,0.003
2810,1:00,1:00,,*1,0
2811,1:00,1:00,,*0.998,0.002
2812,1:00,1:00,,*1,0
2813,1:00,1:00,,*1,0
2814,1:00,1:00,,*1,0
2815,1:00,1:00,,*1,0
2816,1:00,1:00,,*1,0
2817,1:00,1:00,,*1,0
2818,1:00,1:00,,*1,0
2819,1:00,1:00,,*1,0
2820,1:00,1:00,,*1,0
2821,1:00,1:00,,*0.662,0.338
2822,1:00,1:00,,*1,0
2823,1:00,1:00,,*1,0
2824,1:00,1:00,,*0.974,0.026
2825,1:00,1:00,,*0.795,0.205
2826,1:00,1:00,,*0.999,0.001
2827,1:00,1:00,,*1,0
2828,1:00,2:01,+,0.443,*0.557
2829,1:00,2:01,+,0,*1
2830,1:00,1:00,,*1,0
2831,1:00,1:00,,*1,0
2832,1:00,1:00,,*1,0
2833,1:00,1:00,,*1,0
2834,1:00,1:00,,*1,0
2835,1:00,2:01,+,0,*1
2836,1:00,1:00,,*1,0
2837,1:00,2:01,+,0.004,*0.996
2838,1:00,2:01,+,0,*1
2839,1:00,1:00,,*1,0
2840,1:00,2:01,+,0,*1
2841,1:00,1:00,,*1,0
2842,1:00,1:00,,*1,0
2843,1:00,2:01,+,0.02,*0.98
2844,1:00,1:00,,*1,0
2845,1:00,1:00,,*1,0
2846,1:00,2:01,+,0,*1
2847,1:00,1:00,,*1,0
2848,1:00,1:00,,*1,0
2849,1:00,2:01,+,0,*1
2850,1:00,1:00,,*0.995,0.005
2851,1:00,1:00,,*1,0
2852,1:00,2:01,+,0,*1
2853,1:00,1:00,,*1,0
2854,1:00,1:00,,*0.999,0.001
2855,1:00,1:00,,*0.643,0.357
2856,1:00,1:00,,*1,0
2857,1:00,2:01,+,0,*1
2858,1:00,1:00,,*0.761,0.239
2859,1:00,2:01,+,0,*1
2860,1:00,1:00,,*0.946,0.054
2861,1:00,1:00,,*1,0
2862,1:00,1:00,,*1,0
2863,1:00,1:00,,*1,0
2864,1:00,1:00,,*1,0
2865,1:00,1:00,,*1,0
2866,1:00,1:00,,*1,0
2867,1:00,1:00,,*1,0
2868,1:00,1:00,,*1,0
2869,2:01,1:00,+,*1,0
2870,1:00,1:00,,*1,0
2871,1:00,1:00,,*1,0
2872,1:00,2:01,+,0,*1
2873,1:00,2:01,+,0.132,*0.868
2874,1:00,1:00,,*1,0
2875,1:00,1:00,,*1,0
2876,1:00,1:00,,*1,0
2877,1:00,1:00,,*1,0
2878,1:00,2:01,+,0.001,*0.999
2879,1:00,1:00,,*0.999,0.001
2880,1:00,2:01,+,0,*1
2881,1:00,1:00,,*1,0
2882,1:00,1:00,,*0.833,0.167
2883,1:00,1:00,,*0.998,0.002
2884,1:00,1:00,,*1,0
2885,1:00,1:00,,*0.76,0.24
2886,1:00,1:00,,*1,0
2887,1:00,1:00,,*1,0
2888,1:00,1:00,,*1,0
2889,1:00,1:00,,*1,0
2890,1:00,2:01,+,0,*1
2891,1:00,1:00,,*1,0
2892,1:00,1:00,,*1,0
2893,1:00,2:01,+,0,*1
2894,1:00,1:00,,*1,0
2895,1:00,1:00,,*1,0
2896,1:00,2:01,+,0,*1
2897,1:00,1:00,,*1,0
2898,1:00,2:01,+,0,*1
2899,1:00,2:01,+,0,*1
2900,1:00,1:00,,*1,0
2901,1:00,1:00,,*1,0
2902,1:00,1:00,,*1,0
2903,1:00,1:00,,*0.998,0.002
2904,1:00,1:00,,*1,0
2905,1:00,1:00,,*1,0
2906,1:00,1:00,,*1,0
2907,1:00,1:00,,*1,0
