IRI_KEY,FIPS,NAME,State_Name,REGION,DIVISION,Zip_name,Good_Bad,Zip_key,Zip_lon,Zip_lat,Share_Camp,Share_Other,Share_PL,Share_prog,per_kids18,per_kids9,per_old,per_white,per_black,hhsize,Per_college,per_hh_less20K,median_inc,capita_inc
200039,36069.00,Ontario County,New York,1.00,2.00,14424 Canandaigua,Bad,14424,-77.31,42.85,0.557913997,0.057051966,0.152225992,0.232808045,0.24,0.13,0.16,0.97,0.01,2.43,0.26,0.19,43308.00,22292.00
200161,26125.00,Oakland County,Michigan,2.00,3.00,48322 West Bloomfield,Good,48322,-83.38,42.54,0.321540888,0.186297702,0.107453319,0.38470809,0.25,0.13,0.17,0.80,0.07,2.64,0.49,0.07,87740.00,44543.00
200171,55133.00,Waukesha County,Wisconsin,2.00,3.00,53045 Brookfield,Bad,53045,-88.15,43.06,0.636677806,0.090114656,0.087404205,0.185803333,0.27,0.13,0.17,0.94,0.01,2.69,0.47,0.07,80346.00,40251.00
200197,17143.00,Peoria County,Illinois,2.00,3.00,61603 Peoria,Bad,61603,-89.58,40.71,0.563281122,0.031295854,0.341822374,0.063600651,0.31,0.18,0.10,0.61,0.32,2.54,0.12,0.34,30196.00,14243.00
200272,6037.00,Los Angeles County,California,4.00,9.00,91101 Pasadena,Good,91101,-118.14,34.15,0.401353722,0.181441491,0.097601893,0.319602894,0.16,0.10,0.13,0.54,0.12,1.85,0.47,0.28,38187.00,26427.00
200287,6075.00,San Francisco County,California,4.00,9.00,94134 San Francisco,Good,94134,-122.41,37.72,0.417762076,0.178864432,0.089108676,0.314264816,0.24,0.13,0.13,0.19,0.13,3.71,0.17,0.17,54342.00,17070.00
200297,41039.00,Lane County,Oregon,4.00,9.00,97477 Springfield,Bad,97477,-123.01,44.06,0.527508866,0.13001851,0.189261124,0.1532115,0.25,0.15,0.13,0.89,0.01,2.43,0.14,0.31,31673.00,16054.00
200334,41047.00,Marion County,Oregon,4.00,9.00,97302 Salem,Bad,97302,-123.07,44.90,0.560210663,0.096026193,0.187003064,0.156760079,0.25,0.13,0.15,0.90,0.01,2.38,0.30,0.19,43496.00,24501.00
200341,6073.00,San Diego County,California,4.00,9.00,91941 La Mesa,Bad,91941,-116.99,32.76,0.467277095,0.107196704,0.178018098,0.247508103,0.21,0.12,0.15,0.81,0.05,2.37,0.30,0.19,45916.00,24977.00
200379,13051.00,Chatham County,Georgia,3.00,5.00,31410 Savannah,Bad,31410,-80.96,32.01,0.545323875,0.050271128,0.278828263,0.125576734,0.25,0.14,0.10,0.89,0.06,2.54,0.39,0.09,60182.00,28935.00
200411,36103.00,Suffolk County,New York,1.00,2.00,11757 Lindenhurst,Good,11757,-73.37,40.69,0.436912333,0.067809,0.040212679,0.455065988,0.26,0.15,0.11,0.93,0.01,3.04,0.16,0.12,61536.00,22829.00
200415,51023.00,Botetourt County,Virginia,3.00,5.00,24175 Troutville,Bad,24175,-79.94,37.42,0.639392133,0.03656217,0.231816366,0.092229331,0.22,0.11,0.14,0.95,0.03,2.59,0.23,0.15,50296.00,23341.00
200439,35001.00,Bernalillo County,New Mexico,4.00,8.00,87110 Albuquerque,Bad,87110,-106.58,35.11,0.549856642,0.04191882,0.245089696,0.163134842,0.20,0.10,0.20,0.80,0.02,2.22,0.32,0.22,39670.00,22440.00
200479,6085.00,Santa Clara County,California,4.00,9.00,95121 San Jose,Bad,95121,-121.81,37.30,0.625037818,0.093455977,0.071653256,0.20985295,0.28,0.16,0.07,0.26,0.05,4.11,0.18,0.07,75326.00,21058.00
200485,40109.00,Oklahoma County,Oklahoma,3.00,7.00,73106 Oklahoma City,Bad,73106,-97.54,35.48,0.687487785,0.038604886,0.12756932,0.146338009,0.26,0.14,0.07,0.51,0.13,2.55,0.21,0.47,21705.00,12126.00
200488,25027.00,Worcester County,Massachusetts,1.00,1.00,01606 Worcester,Good,1606,-71.80,42.31,0.352715192,0.113331182,0.112985493,0.420968132,0.21,0.12,0.16,0.87,0.06,2.35,0.24,0.18,44689.00,21266.00
200489,48201.00,Harris County,Texas,3.00,7.00,77071 Houston,Bad,77071,-95.52,29.65,0.74471417,0.053548796,0.156762587,0.044974446,0.29,0.16,0.08,0.29,0.54,2.69,0.33,0.20,43444.00,20294.00
200492,6037.00,Los Angeles County,California,4.00,9.00,90025 Los Angeles,Good,90025,-118.45,34.05,0.342068412,0.201967775,0.151410455,0.304553358,0.11,0.07,0.12,0.66,0.03,1.90,0.53,0.21,47806.00,35178.00
200494,55087.00,Outagamie County,Wisconsin,2.00,3.00,54914 Appleton,Bad,54914,-88.48,44.26,0.573713734,0.059145192,0.253383757,0.113757316,0.25,0.14,0.11,0.92,0.01,2.44,0.27,0.14,46865.00,23258.00
200499,40109.00,Oklahoma County,Oklahoma,3.00,7.00,73120 Oklahoma City,Bad,73120,-97.57,35.58,0.730294894,0.053910732,0.05833005,0.157464325,0.18,0.11,0.16,0.76,0.16,2.00,0.38,0.20,39657.00,30016.00
200501,6001.00,Alameda County,California,4.00,9.00,94578 San Leandro,Bad,94578,-122.13,37.71,0.546504571,0.142294122,0.086179782,0.225021526,0.25,0.15,0.12,0.44,0.19,2.53,0.18,0.17,44723.00,20598.00
200510,25013.00,Hampden County,Massachusetts,1.00,1.00,01129 Springfield,Good,1129,-72.49,42.12,0.391011733,0.105407767,0.067225165,0.436355334,0.25,0.13,0.14,0.78,0.14,2.49,0.17,0.14,46076.00,21320.00
200511,48141.00,El Paso County,Texas,3.00,7.00,79936 El Paso,Bad,79936,-106.29,31.76,0.791433049,0.028759938,0.119716897,0.060090116,0.36,0.20,0.04,0.69,0.02,3.41,0.18,0.16,42857.00,14871.00
200522,6013.00,Contra Costa County,California,4.00,9.00,94598 Walnut Creek,Good,94598,-122.00,37.90,0.41537151,0.196404597,0.082174064,0.306049828,0.22,0.11,0.18,0.82,0.01,2.48,0.52,0.07,85479.00,43000.00
200531,40109.00,Oklahoma County,Oklahoma,3.00,7.00,73118 Oklahoma City,Bad,73118,-97.53,35.52,0.77682801,0.068477908,0.074571302,0.080122779,0.20,0.12,0.12,0.69,0.14,2.08,0.36,0.27,35086.00,22575.00
200539,37119.00,Mecklenburg County,North Carolina,3.00,5.00,28203 Charlotte,Bad,28203,-80.86,35.21,0.578545225,0.053777541,0.164990034,0.2026872,0.22,0.13,0.10,0.55,0.43,2.08,0.37,0.31,38918.00,31752.00
200541,35001.00,Bernalillo County,New Mexico,4.00,8.00,87112 Albuquerque,Bad,87112,-106.52,35.10,0.746497314,0.038111346,0.100201997,0.115189343,0.24,0.13,0.15,0.79,0.03,2.37,0.28,0.20,40762.00,21072.00
200542,55009.00,Brown County,Wisconsin,2.00,3.00,54311 Green Bay,Bad,54311,-87.89,44.49,0.540730553,0.070185127,0.275636346,0.113447974,0.26,0.14,0.08,0.95,0.01,2.65,0.24,0.10,55928.00,22835.00
200553,6059.00,Orange County,California,4.00,9.00,92865 Orange,Bad,92865,-117.85,33.83,0.514689278,0.116244508,0.135277405,0.233788809,0.27,0.15,0.11,0.73,0.02,3.02,0.23,0.13,55512.00,21689.00
200563,6073.00,San Diego County,California,4.00,9.00,92104 San Diego,Bad,92104,-117.13,32.74,0.769618671,0.085349475,0,0.145031854,0.22,0.14,0.08,0.57,0.12,2.21,0.24,0.29,31139.00,18465.00
200566,40143.00,Tulsa County,Oklahoma,3.00,7.00,74135 Tulsa,Bad,74135,-95.92,36.10,0.763352314,0.067610314,0.067677742,0.10135963,0.18,0.11,0.23,0.82,0.07,2.01,0.30,0.24,37103.00,23871.00
200569,55059.00,Kenosha County,Wisconsin,2.00,3.00,53144 Kenosha,Bad,53144,-87.93,42.62,0.831884704,0.003514837,0.140136599,0.02446386,0.26,0.15,0.10,0.82,0.09,2.52,0.19,0.18,43146.00,20794.00
200575,6073.00,San Diego County,California,4.00,9.00,92058 Oceanside,Bad,92058,-117.36,33.27,0.540342618,0.094988486,0.186997923,0.177670973,0.25,0.14,0.12,0.78,0.11,2.57,0.27,0.18,50281.45,24632.73
200578,23019.00,Penobscot County,Maine,1.00,1.00,04412 Brewer,Bad,4412,-68.73,44.78,0.480992061,0.119691203,0.168861801,0.230454935,0.22,0.12,0.17,0.98,0.00,2.30,0.24,0.25,36949.00,20158.00
200587,6073.00,San Diego County,California,4.00,9.00,92117 San Diego,Bad,92117,-117.20,32.82,0.576114994,0.164224335,0.064526703,0.195133968,0.20,0.11,0.15,0.77,0.02,2.45,0.29,0.16,47245.00,23514.00
200606,40113.00,Osage County,Oklahoma,3.00,7.00,74127 Tulsa,Bad,74127,-96.05,36.20,0.876440362,0.023622162,0.064818583,0.035118892,0.26,0.15,0.13,0.59,0.25,2.48,0.15,0.33,30486.00,15569.00
200610,55079.00,Milwaukee County,Wisconsin,2.00,3.00,53110 Cudahy,Bad,53110,-87.86,42.95,0.677487353,0.050649868,0.127674316,0.144188463,0.23,0.13,0.16,0.94,0.01,2.31,0.12,0.21,40017.00,19620.00
200612,40125.00,Pottawatomie County,Oklahoma,3.00,7.00,74804 Shawnee,Bad,74804,-96.86,35.41,0.641237458,0.05158821,0.144829541,0.16234479,0.23,0.13,0.15,0.82,0.02,2.45,0.21,0.27,35288.00,18444.00
200620,40143.00,Tulsa County,Oklahoma,3.00,7.00,74115 Tulsa,Bad,74115,-95.91,36.19,0.875463213,0.020700414,0.070168492,0.033667881,0.31,0.18,0.12,0.65,0.15,2.59,0.06,0.33,28760.00,13123.00
200623,22051.00,Jefferson Parish,Louisiana,3.00,7.00,70056 Gretna,Bad,70056,-90.03,29.89,0.729121072,0.07637306,0.089726911,0.104778957,0.28,0.16,0.08,0.59,0.31,2.75,0.19,0.21,41526.00,18430.00
200626,55079.00,Milwaukee County,Wisconsin,2.00,3.00,53213 Milwaukee,Bad,53213,-88.00,43.05,0.767718736,0.07023905,0.066883696,0.095158519,0.25,0.13,0.13,0.94,0.02,2.30,0.47,0.12,51951.00,28061.00
200633,25017.00,Middlesex County,Massachusetts,1.00,1.00,02138 Cambridge,Good,2138,-71.13,42.38,0.262775938,0.165606625,0.077783036,0.493834401,0.10,0.06,0.09,0.77,0.06,1.85,0.77,0.18,55726.00,36553.00
200635,49035.00,Salt Lake County,Utah,4.00,8.00,84084 West Jordan,Bad,84084,-111.97,40.62,0.632416435,0.029453661,0.229848081,0.108281822,0.38,0.21,0.03,0.88,0.01,3.65,0.16,0.07,54521.00,16462.00
200642,6041.00,Marin County,California,4.00,9.00,94941 Mill Valley,Good,94941,-122.57,37.89,0.421937766,0.189884891,0.038345227,0.349832116,0.20,0.12,0.13,0.90,0.01,2.22,0.68,0.10,91283.00,59386.00
200655,6037.00,Los Angeles County,California,4.00,9.00,90212 Beverly Hills,Good,90212,-118.40,34.06,0.339793616,0.272723601,0.083241125,0.304241658,0.19,0.08,0.15,0.85,0.02,1.99,0.57,0.17,61039.00,49922.00
202312,31109.00,Lancaster County,Nebraska,2.00,4.00,68528 Lincoln,Bad,68528,-96.82,40.83,0.602233996,0.01167668,0.24178941,0.144299914,0.21,0.13,0.08,0.87,0.03,2.31,0.24,0.19,41923.00,23858.00
202530,37071.00,Gaston County,North Carolina,3.00,5.00,28054 Gastonia,Bad,28054,-81.15,35.26,0.68595374,0.030073534,0.220181903,0.063790824,0.22,0.13,0.16,0.79,0.16,2.35,0.20,0.25,38575.00,20985.00
202738,51810.00,Virginia Beach city,Virginia,3.00,5.00,23462 Virginia Beach,Bad,23462,-76.15,36.84,0.634085709,0.031254421,0.205777331,0.128882539,0.28,0.16,0.08,0.59,0.32,2.63,0.18,0.15,41298.00,17958.00
202785,51087.00,Henrico County,Virginia,3.00,5.00,23294 Henrico,Bad,23294,-77.54,37.63,0.617675549,0.040450228,0.171581332,0.170292891,0.18,0.10,0.10,0.70,0.14,2.06,0.33,0.13,43525.00,24288.00
202790,47059.00,Greene County,Tennessee,3.00,6.00,37743 Greeneville,Bad,37743,-82.86,36.07,0.631352132,0.041787366,0.242113014,0.084747487,0.22,0.12,0.16,0.95,0.03,2.36,0.14,0.34,29877.00,16279.00
202798,45035.00,Dorchester County,South Carolina,3.00,5.00,29420 North Charleston,Bad,29420,-80.10,32.93,0.549243007,0.05219304,0.124642857,0.273921097,0.34,0.19,0.04,0.54,0.38,2.97,0.25,0.17,46366.00,18273.00
202898,36059.00,Nassau County,New York,1.00,2.00,11762 Massapequa Park,Good,11762,-73.45,40.68,0.302953602,0.070370026,0.047689671,0.5789867,0.25,0.15,0.17,0.97,0.00,3.04,0.28,0.06,79202.00,29666.00
203001,34029.00,Ocean County,New Jersey,1.00,2.00,08753 Toms River,Good,8753,-74.16,39.98,0.500687908,0.078824365,0.000180736,0.420306991,0.25,0.13,0.13,0.94,0.01,2.72,0.21,0.15,56526.00,24589.00
203010,51041.00,Chesterfield County,Virginia,3.00,5.00,23832 Chesterfield,Bad,23832,-77.60,37.39,0.679088296,0.023390319,0.184283591,0.113237794,0.29,0.15,0.06,0.76,0.20,2.86,0.27,0.04,61738.00,23287.00
203018,48113.00,Dallas County,Texas,3.00,7.00,75081 Richardson,Bad,75081,-96.71,32.95,0.661098638,0.099075668,0.099338828,0.140486867,0.25,0.13,0.08,0.71,0.08,2.62,0.36,0.10,60597.00,27136.00
203204,6065.00,Riverside County,California,4.00,9.00,92270 Rancho Mirage,Bad,92270,-116.42,33.77,0.475618989,0.156056137,0.124865893,0.243458982,0.10,0.06,0.44,0.93,0.01,1.92,0.26,0.15,63349.00,59998.00
203231,36119.00,Westchester County,New York,1.00,2.00,10580 Rye,Good,10580,-73.69,40.98,0.398383048,0.078077479,0.040185827,0.483353646,0.30,0.18,0.14,0.90,0.01,2.81,0.63,0.07,114164.00,77721.00
203563,51185.00,Tazewell County,Virginia,3.00,5.00,24641 Richlands,Bad,24641,-81.80,37.13,0.754146288,0.021619705,0.168735262,0.055498745,0.22,0.12,0.15,0.98,0.00,2.31,0.11,0.44,23211.00,14940.00
203614,34025.00,Monmouth County,New Jersey,1.00,2.00,07702 Shrewsbury,Good,7702,-74.06,40.33,0.537297561,0.059934904,0.025086541,0.377680995,0.31,0.18,0.12,0.97,0.01,2.96,0.46,0.05,86911.00,38218.00
203648,25027.00,Worcester County,Massachusetts,1.00,1.00,01510 Clinton,Good,1510,-71.69,42.41,0.341362003,0.082373226,0.121039737,0.455225034,0.23,0.13,0.15,0.88,0.03,2.38,0.20,0.20,44740.00,22764.00
203866,42025.00,Carbon County,Pennsylvania,1.00,2.00,18235 Lehighton,Bad,18235,-75.69,40.84,0.562087802,0.034075185,0.168088746,0.235748266,0.22,0.11,0.18,0.98,0.00,2.47,0.10,0.25,34972.00,17132.00
203985,47179.00,Washington County,Tennessee,3.00,6.00,37601 Johnson City,Bad,37601,-82.32,36.33,0.707975485,0.01727504,0.225970878,0.048778597,0.21,0.12,0.15,0.93,0.05,2.25,0.21,0.33,30197.00,18537.00
204033,24017.00,Charles County,Maryland,3.00,5.00,20603 Waldorf,Good,20603,-76.97,38.63,0.532908827,0.045268275,0.070438217,0.35138468,0.33,0.18,0.04,0.67,0.25,2.98,0.26,0.04,71762.00,25696.00
204148,37135.00,Orange County,North Carolina,3.00,5.00,27278 Hillsborough,Bad,27278,-79.08,36.09,0.619294485,0.017535986,0.204531514,0.158638015,0.25,0.14,0.10,0.77,0.19,2.55,0.30,0.17,46629.00,23861.00
204202,36065.00,Oneida County,New York,1.00,2.00,13413 New Hartford,Good,13413,-75.28,43.06,0.576248107,0.032359056,0.082912408,0.308480428,0.21,0.10,0.25,0.95,0.01,2.34,0.29,0.19,47204.00,26317.00
204292,47163.00,Sullivan County,Tennessee,3.00,6.00,37663 Kingsport,Bad,37663,-82.49,36.46,0.716405587,0.079600644,0.128944163,0.075049606,0.23,0.12,0.13,0.98,0.01,2.50,0.27,0.17,46601.00,23823.00
204307,45063.00,Lexington County,South Carolina,3.00,5.00,29006 Batesburg,Bad,29006,-81.55,33.90,0.666346812,0.013208374,0.262598164,0.05784665,0.26,0.15,0.14,0.68,0.29,2.58,0.12,0.29,31743.00,15820.00
204345,36065.00,Oneida County,New York,1.00,2.00,13413 New Hartford,Bad,13413,-75.28,43.06,0.516712657,0.066986718,0.13218142,0.284119205,0.21,0.10,0.25,0.95,0.01,2.34,0.29,0.19,47204.00,26317.00
204346,36065.00,Oneida County,New York,1.00,2.00,13413 New Hartford,Good,13413,-75.28,43.06,0.569280129,0.04421576,0.078116586,0.308387524,0.21,0.10,0.25,0.95,0.01,2.34,0.29,0.19,47204.00,26317.00
204353,37067.00,Forsyth County,North Carolina,3.00,5.00,27106 Winston Salem,Bad,27106,-80.32,36.14,0.534730949,0.074417239,0.108875871,0.281975941,0.23,0.13,0.14,0.71,0.23,2.29,0.37,0.21,43890.00,27615.00
204354,10003.00,New Castle County,Delaware,3.00,5.00,19803 Wilmington,Good,19803,-75.55,39.80,0.567599421,0.044998207,0.06851991,0.318882462,0.22,0.12,0.22,0.93,0.03,2.46,0.47,0.06,75608.00,41655.00
204455,25023.00,Plymouth County,Massachusetts,1.00,1.00,02061 Norwell,Good,2061,-70.82,42.16,0.358767215,0.103898693,0.097130551,0.440203541,0.29,0.16,0.13,0.98,0.00,2.94,0.49,0.08,87397.00,37222.00
204466,36103.00,Suffolk County,New York,1.00,2.00,11766 Mount Sinai,Good,11766,-73.01,40.93,0.47417827,0.085197648,0.017755028,0.422869055,0.30,0.16,0.09,0.95,0.01,3.27,0.31,0.04,85156.00,31166.00
204483,42079.00,Luzerne County,Pennsylvania,1.00,2.00,18612 Dallas,Good,18612,-75.98,41.35,0.54745549,0.039429703,0.096201069,0.316913738,0.19,0.10,0.16,0.92,0.07,2.49,0.28,0.20,49005.00,22684.00
204544,36075.00,Oswego County,New York,1.00,2.00,13142 Pulaski,Bad,13142,-76.13,43.55,0.520987571,0.047576483,0.188026244,0.243409702,0.27,0.15,0.13,0.98,0.00,2.57,0.15,0.26,37243.00,17191.00
204594,36081.00,Queens County,New York,1.00,2.00,11414 Howard Beach,Good,11414,-73.85,40.66,0.299085543,0.093580566,0.056556761,0.55077713,0.18,0.10,0.21,0.93,0.01,2.48,0.18,0.17,51175.00,25535.00
204597,37035.00,Catawba County,North Carolina,3.00,5.00,28613 Conover,Bad,28613,-81.21,35.74,0.694880072,0.01904337,0.19738434,0.088692217,0.25,0.14,0.11,0.86,0.05,2.61,0.13,0.17,40722.00,18586.00
204828,51810.00,Virginia Beach city,Virginia,3.00,5.00,23454 Virginia Beach,Bad,23454,-76.02,36.83,0.621535365,0.02674275,0.188440244,0.163281641,0.28,0.15,0.08,0.80,0.13,2.72,0.28,0.11,48943.00,23859.00
204933,34015.00,Gloucester County,New Jersey,1.00,2.00,08343 Monroeville,Good,8343,-75.17,39.64,0.510479245,0.044294417,0.062389331,0.382837007,0.27,0.14,0.11,0.91,0.05,2.87,0.16,0.13,55546.00,20020.00
204946,25023.00,Plymouth County,Massachusetts,1.00,1.00,02332 Duxbury,Good,2332,-70.71,42.05,0.529335053,0.067160741,0.073935911,0.329568295,0.30,0.16,0.12,0.98,0.01,2.85,0.53,0.08,97124.00,40242.00
205066,25017.00,Middlesex County,Massachusetts,1.00,1.00,01824 Chelmsford,Good,1824,-71.36,42.59,0.393327726,0.159697771,0.067485511,0.379488991,0.25,0.14,0.14,0.93,0.01,2.66,0.39,0.09,73882.00,30983.00
205230,42017.00,Bucks County,Pennsylvania,1.00,2.00,18902 Doylestown,Good,18902,-75.10,40.35,0.43489009,0.126077787,0.056048828,0.382983295,0.25,0.14,0.12,0.78,0.11,2.57,0.27,0.18,49983.23,24455.67
205272,1003.00,Baldwin County,Alabama,3.00,6.00,36542 Gulf Shores,Bad,36542,-87.75,30.27,0.63701557,0.029364735,0.226180687,0.107439007,0.17,0.08,0.21,0.97,0.00,2.15,0.24,0.23,39604.00,23312.00
205282,53063.00,Spokane County,Washington,4.00,9.00,99223 Spokane,Bad,99223,-117.34,47.59,0.468386588,0.082387237,0.223172511,0.226053664,0.28,0.14,0.13,0.93,0.01,2.57,0.40,0.16,51774.00,26040.00
205395,53063.00,Spokane County,Washington,4.00,9.00,99203 Spokane,Bad,99203,-117.41,47.63,0.54964675,0.058488964,0.093981063,0.297883222,0.24,0.13,0.17,0.94,0.01,2.27,0.47,0.16,48939.00,28516.00
205512,25009.00,Essex County,Massachusetts,1.00,1.00,01923 Danvers,Good,1923,-70.95,42.57,0.413900149,0.140720048,0.137074532,0.30830527,0.23,0.12,0.17,0.98,0.00,2.53,0.31,0.12,58779.00,26852.00
205709,37023.00,Burke County,North Carolina,3.00,5.00,28655 Morganton,Bad,28655,-81.74,35.76,0.703300853,0.041327967,0.161517145,0.093854035,0.24,0.13,0.13,0.82,0.10,2.49,0.14,0.24,36089.00,17662.00
205926,47163.00,Sullivan County,Tennessee,3.00,6.00,37663 Kingsport,Bad,37663,-82.49,36.46,0.710624062,0.025700961,0.172219093,0.091455883,0.23,0.12,0.13,0.98,0.01,2.50,0.27,0.17,46601.00,23823.00
205969,13057.00,Cherokee County,Georgia,3.00,5.00,30114 Canton,Bad,30114,-84.53,34.24,0.708088896,0.053346306,0.180507457,0.058057341,0.26,0.15,0.10,0.89,0.04,2.80,0.19,0.18,50523.00,21932.00
205999,28067.00,Jones County,Mississippi,3.00,6.00,39440 Laurel,Bad,39440,-89.15,31.69,0.590389178,0.017688383,0.3485107,0.043411739,0.27,0.15,0.17,0.46,0.49,2.56,0.16,0.39,25827.00,15948.00
206005,48201.00,Harris County,Texas,3.00,7.00,77521 Baytown,Bad,77521,-94.96,29.80,0.632668229,0.05700343,0.19903049,0.11129785,0.29,0.17,0.08,0.68,0.18,2.75,0.15,0.19,46864.00,19796.00
206384,37151.00,Randolph County,North Carolina,3.00,5.00,27203 Asheboro,Bad,27203,-79.79,35.73,0.676351934,0.028211148,0.213851646,0.081585272,0.25,0.14,0.14,0.85,0.07,2.52,0.14,0.24,36783.00,18345.00
206401,42101.00,Philadelphia County,Pennsylvania,1.00,2.00,19149 Philadelphia,Good,19149,-75.07,40.04,0.570961277,0.048798003,0.070917879,0.30932284,0.26,0.14,0.17,0.82,0.06,2.55,0.12,0.24,37210.00,17388.00
206587,33017.00,Strafford County,New Hampshire,1.00,1.00,03878 Somersworth,Bad,3878,-70.88,43.25,0.480066728,0.147305939,0.142263619,0.230363714,0.26,0.15,0.12,0.96,0.01,2.45,0.18,0.19,43177.00,19645.00
206607,34021.00,Mercer County,New Jersey,1.00,2.00,08550 Princeton Junctio,Good,8550,-74.62,40.28,0.428307813,0.045031996,0.038828324,0.487831867,0.34,0.17,0.06,0.72,0.03,3.22,0.66,0.04,129375.00,49976.00
207053,54011.00,Cabell County,West Virginia,3.00,5.00,25705 Huntington,Bad,25705,-82.36,38.41,0.710237586,0.011482149,0.232129196,0.04615107,0.21,0.12,0.17,0.94,0.03,2.31,0.24,0.29,34655.00,21574.00
207291,51173.00,Smyth County,Virginia,3.00,5.00,24354 Marion,Bad,24354,-81.54,36.82,0.670928262,0.018480698,0.237116504,0.073474535,0.21,0.11,0.17,0.96,0.03,2.32,0.11,0.30,30169.00,16572.00
207595,37097.00,Iredell County,North Carolina,3.00,5.00,28117 Mooresville,Bad,28117,-80.89,35.58,0.729812309,0.019660098,0.140169129,0.110358464,0.26,0.16,0.09,0.96,0.02,2.60,0.34,0.08,65926.00,34304.00
207840,47019.00,Carter County,Tennessee,3.00,6.00,37643 Elizabethton,Bad,37643,-82.14,36.38,0.684194918,0.023346093,0.250515496,0.041943492,0.22,0.12,0.17,0.97,0.01,2.35,0.11,0.37,27176.00,14507.00
208217,45027.00,Clarendon County,South Carolina,3.00,5.00,29102 Manning,Bad,29102,-80.19,33.64,0.675646407,0.018541517,0.207013364,0.098798712,0.28,0.14,0.13,0.45,0.53,2.63,0.12,0.39,27146.00,14978.00
208759,47155.00,Sevier County,Tennessee,3.00,6.00,37862 Sevierville,Bad,37862,-83.61,35.78,0.676103246,0.016987466,0.218116307,0.088792981,0.22,0.12,0.15,0.96,0.01,2.34,0.13,0.31,31636.00,18651.00
208769,51165.00,Rockingham County,Virginia,3.00,5.00,22853 Timberville,Bad,22853,-78.77,38.65,0.651785799,0.024002776,0.235813861,0.088397565,0.23,0.12,0.17,0.98,0.00,2.50,0.10,0.23,36667.00,17364.00
208980,28047.00,Harrison County,Mississippi,3.00,6.00,39503 Gulfport,Bad,39503,-89.15,30.48,0.639265973,0.028043239,0.265565363,0.067125424,0.28,0.16,0.07,0.76,0.20,2.76,0.17,0.20,40530.00,17979.00
209039,6017.00,El Dorado County,California,4.00,9.00,95726 Pollock Pines,Bad,95726,-120.51,38.79,0.470685467,0.070076526,0.280833672,0.178404334,0.25,0.11,0.16,0.94,0.00,2.51,0.16,0.18,45991.00,20983.00
209077,37119.00,Mecklenburg County,North Carolina,3.00,5.00,28226 Charlotte,Bad,28226,-80.82,35.11,0.656732979,0.043657704,0.160482951,0.139126366,0.24,0.13,0.11,0.89,0.05,2.43,0.48,0.07,68636.00,41248.00
209126,37167.00,Stanly County,North Carolina,3.00,5.00,28128 Norwood,Bad,28128,-80.16,35.21,0.698693261,0.014066323,0.23244644,0.054793976,0.24,0.12,0.14,0.81,0.15,2.52,0.12,0.25,37026.00,17353.00
209225,35031.00,McKinley County,New Mexico,4.00,8.00,87313 Crownpoint,Bad,87313,-107.93,35.80,0.699385848,0.00176887,0.228649513,0.07019577,0.42,0.22,0.06,0.04,0.00,3.64,0.14,0.47,21276.00,7411.00
209957,28121.00,Rankin County,Mississippi,3.00,6.00,39208 Pearl,Bad,39208,-90.09,32.26,0.608328456,0.027790414,0.313647087,0.050234043,0.24,0.14,0.11,0.79,0.19,2.47,0.17,0.23,37751.00,17864.00
209989,45007.00,Anderson County,South Carolina,3.00,5.00,29621 Anderson,Bad,29621,-82.60,34.50,0.634455351,0.047494575,0.150143336,0.167906737,0.24,0.14,0.15,0.80,0.18,2.44,0.24,0.21,42027.00,22594.00
209994,45007.00,Anderson County,South Carolina,3.00,5.00,29642 Easley,Bad,29642,-82.56,34.78,0.723281449,0.04776782,0.166341118,0.062609612,0.26,0.14,0.10,0.93,0.05,2.63,0.19,0.18,48769.00,21615.00
210189,28045.00,Hancock County,Mississippi,3.00,6.00,39520 Bay Saint Louis,Bad,39520,-89.50,30.31,0.670293761,0.049148657,0.231205248,0.049352333,0.25,0.13,0.13,0.87,0.09,2.47,0.15,0.32,31303.00,17298.00
210202,47019.00,Carter County,Tennessee,3.00,6.00,37643 Elizabethton,Bad,37643,-82.14,36.38,0.719919742,0.02244416,0.195857451,0.061778648,0.22,0.12,0.17,0.97,0.01,2.35,0.11,0.37,27176.00,14507.00
210511,45013.00,Beaufort County,South Carolina,3.00,5.00,29907 Ladys Island,Bad,29907,-80.63,32.45,0.641072787,0.027187737,0.220236235,0.111503241,0.25,0.14,0.12,0.78,0.11,2.57,0.27,0.18,50077.29,24516.49
210580,36103.00,Suffolk County,New York,1.00,2.00,11968 Southampton,Good,11968,-72.41,40.91,0.326189995,0.116747596,0.079063619,0.47799879,0.20,0.11,0.17,0.84,0.07,2.41,0.37,0.16,55495.00,34111.00
210582,37159.00,Rowan County,North Carolina,3.00,5.00,28144 Salisbury,Bad,28144,-80.46,35.71,0.620408539,0.023382594,0.280964365,0.075244502,0.23,0.13,0.18,0.53,0.42,2.35,0.24,0.32,32188.00,17972.00
210815,34027.00,Morris County,New Jersey,1.00,2.00,07869 Randolph,Good,7869,-74.58,40.85,0.385369056,0.063986876,0.110520054,0.440124014,0.29,0.16,0.08,0.86,0.02,2.83,0.53,0.04,97354.00,42679.00
210830,36067.00,Onondaga County,New York,1.00,2.00,13031 Camillus,Good,13031,-76.31,43.05,0.521129747,0.055373024,0.11957824,0.303918989,0.25,0.12,0.18,0.97,0.01,2.48,0.29,0.14,50929.00,24089.00
